            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3401.0.55.004 Overseas Travel Statistics, Provisional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total Movement, Arrivals and Departures - Country of Citizenship(a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11.30 am (Canberra time) 15 December 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 1.2 Total Movement, Departures by Country of Citizenship(a), Sep-2016 to Nov-2020(b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SACC code(a),Country of citizenship(a),Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,May-2020,Jun-2020,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,
5101,Myanmar (Republic of the Union of Myanmar),580 ,670 ,"1,000 ","1,280 ",770 ,670 ,680 ,"1,230 ",760 ,810 ,750 ,660 ,680 ,830 ,"1,110 ","1,490 ",780 ,650 ,790 ,"1,150 ",750 ,910 ,940 ,630 ,790 ,780 ,"1,300 ","1,440 ",850 ,750 ,800 ,"1,210 ",960 ,960 ,940 ,810 ,740 ,"1,070 ","1,440 ","1,670 ","1,060 ",820 ,610 ,0 ,10 ,90 ,130 ,290 ,0 ,120,150,
5102,Cambodia,840 ,"1,160 ","1,180 ","1,290 ","1,250 ",780 ,950 ,"1,340 ",790 ,950 ,"1,160 ",890 ,"1,080 ",990 ,"1,170 ","1,660 ","1,380 ",950 ,"1,470 ","1,520 ","1,020 ","1,040 ","1,250 ","1,360 ","1,130 ","1,710 ","1,580 ","2,010 ","1,590 ","1,260 ","1,400 ","2,030 ","1,490 ","1,440 ","1,680 ","1,640 ","1,470 ","1,550 ","1,790 ","2,280 ","1,970 ","1,070 ",680 ,20 ,30 ,70 ,180 ,220 ,170 ,110,150,
5103,Laos,160 ,250 ,240 ,390 ,260 ,160 ,200 ,220 ,150 ,160 ,220 ,240 ,230 ,180 ,200 ,350 ,270 ,180 ,320 ,290 ,140 ,240 ,230 ,260 ,180 ,220 ,240 ,330 ,270 ,130 ,190 ,210 ,170 ,220 ,320 ,400 ,210 ,210 ,230 ,340 ,320 ,200 ,140 ,0 ,0 ,0 ,50 ,50 ,0 ,50,20,
5104,Thailand,"7,450 ","8,670 ","7,710 ","9,290 ","7,880 ","6,550 ","8,550 ","13,270 ","9,500 ","7,600 ","8,480 ","7,740 ","9,150 ","9,490 ","7,880 ","9,680 ","8,080 ","6,200 ","9,430 ","13,620 ","9,540 ","8,270 ","8,800 ","8,930 ","7,830 ","9,890 ","7,930 ","9,570 ","8,270 ","6,240 ","9,340 ","13,950 ","10,410 ","7,830 ","8,950 ","9,360 ","9,320 ","10,450 ","8,790 ","9,400 ","8,590 ","6,060 ","4,830 ",230 ,540 ,660 ,230 ,780 ,720 ,260,450,
5105,Vietnam,"6,120 ","7,290 ","8,600 ","11,500 ","14,860 ","8,660 ","6,600 ","8,460 ","8,450 ","11,490 ","12,210 ","8,870 ","8,580 ","9,720 ","11,070 ","13,900 ","14,620 ","14,840 ","9,260 ","9,700 ","10,620 ","13,320 ","14,710 ","10,890 ","9,840 ","11,090 ","12,180 ","16,060 ","19,150 ","12,770 ","9,210 ","10,400 ","10,930 ","15,160 ","16,860 ","12,400 ","11,490 ","12,510 ","14,600 ","18,610 ","21,230 ","9,880 ","8,010 ",10 ,30 ,250 ,680 ,920 ,"1,180 ",880,970,
5201,Brunei Darussalam,430 ,330 ,520 ,780 ,340 ,320 ,490 ,440 ,360 ,640 ,660 ,390 ,450 ,340 ,570 ,710 ,280 ,380 ,570 ,420 ,300 ,680 ,620 ,540 ,490 ,380 ,690 ,770 ,270 ,320 ,490 ,380 ,410 ,650 ,520 ,600 ,620 ,400 ,570 ,910 ,380 ,380 ,250 ,40 ,20 ,10 ,20 ,10 ,10 ,0,20,
5202,Indonesia,"15,200 ","15,740 ","16,570 ","27,950 ","22,870 ","12,260 ","16,530 ","17,280 ","15,570 ","22,670 ","35,590 ","16,030 ","17,700 ","17,390 ","19,940 ","25,450 ","21,560 ","15,140 ","18,440 ","17,320 ","15,960 ","39,100 ","26,530 ","19,650 ","17,270 ","18,690 ","20,270 ","26,290 ","24,530 ","14,980 ","18,780 ","17,710 ","16,510 ","43,680 ","29,680 ","19,720 ","19,510 ","19,530 ","21,470 ","26,640 ","25,730 ","14,250 ","10,650 ","1,210 ",480 ,540 ,"1,210 ",910 ,590 ,570,560,
5203,Malaysia,"55,130 ","40,810 ","47,850 ","68,180 ","38,330 ","30,130 ","44,180 ","41,410 ","47,860 ","58,500 ","39,380 ","44,560 ","54,340 ","42,370 ","45,150 ","63,670 ","29,200 ","38,610 ","40,690 ","37,470 ","42,620 ","59,050 ","38,160 ","50,530 ","52,330 ","38,330 ","51,260 ","62,560 ","32,840 ","32,970 ","38,880 ","37,890 ","43,490 ","56,270 ","37,870 ","53,140 ","48,530 ","39,470 ","48,110 ","64,380 ","39,660 ","21,820 ","16,160 ","1,540 ",670 ,400 ,"2,240 ","1,520 ","1,040 ","1,030",890,
5204,Philippines,"11,970 ","12,000 ","13,260 ","17,710 ","15,030 ","10,460 ","13,120 ","16,750 ","15,530 ","15,220 ","13,830 ","12,530 ","13,100 ","13,430 ","14,930 ","20,110 ","16,480 ","11,050 ","14,690 ","16,240 ","16,850 ","17,870 ","15,700 ","15,470 ","15,380 ","15,790 ","17,810 ","22,690 ","19,370 ","12,500 ","15,810 ","19,810 ","19,840 ","20,540 ","16,870 ","17,570 ","16,480 ","18,400 ","17,520 ","22,460 ","18,720 ","12,040 ","8,650 ",830 ,280 ,460 ,590 ,790 ,780 ,770,760,
5205,Singapore,"30,650 ","24,600 ","32,980 ","53,790 ","17,650 ","16,280 ","27,370 ","23,050 ","28,670 ","48,970 ","22,910 ","24,330 ","30,510 ","25,470 ","33,950 ","48,890 ","14,950 ","19,100 ","27,790 ","22,720 ","27,490 ","50,100 ","23,660 ","27,820 ","29,120 ","23,460 ","35,060 ","50,670 ","16,000 ","18,330 ","27,010 ","22,610 ","29,970 ","54,530 ","25,030 ","32,660 ","29,750 ","25,400 ","36,430 ","50,100 ","18,170 ","13,010 ","13,950 ",400 ,270 ,380 ,430 ,420 ,250 ,280,510,
5206,Timor-Leste,230 ,210 ,250 ,400 ,220 ,180 ,190 ,200 ,260 ,230 ,240 ,190 ,240 ,300 ,380 ,350 ,210 ,220 ,280 ,370 ,330 ,270 ,250 ,260 ,300 ,260 ,350 ,460 ,260 ,290 ,370 ,460 ,690 ,320 ,370 ,250 ,270 ,370 ,400 ,490 ,270 ,150 ,280 ,10 ,10 ,0 ,10 ,60 ,20 ,30,50,
6101,China (excludes SARs and Taiwan),"93,230 ","110,440 ","139,040 ","157,240 ","145,870 ","171,370 ","117,820 ","124,220 ","108,380 ","127,640 ","122,210 ","146,690 ","112,460 ","130,570 ","157,510 ","183,180 ","121,050 ","220,490 ","148,520 ","131,970 ","121,440 ","147,390 ","127,370 ","150,910 ","118,850 ","137,830 ","171,330 ","189,870 ","149,340 ","206,380 ","129,590 ","140,330 ","124,550 ","143,630 ","130,090 ","158,760 ","122,100 ","134,990 ","166,570 ","202,970 ","157,800 ","56,150 ","38,670 ","3,690 ","4,200 ","4,160 ","6,610 ","9,690 ","9,080 ","9,280","9,130",
6102,Hong Kong (SAR of China),"11,880 ","14,260 ","17,050 ","21,440 ","16,420 ","19,420 ","13,710 ","24,310 ","15,430 ","15,400 ","16,270 ","27,670 ","13,310 ","17,600 ","19,210 ","23,290 ","16,480 ","22,780 ","18,180 ","26,700 ","14,910 ","16,820 ","19,430 ","29,970 ","15,220 ","17,700 ","19,630 ","25,370 ","17,860 ","25,690 ","17,760 ","24,410 ","17,410 ","17,590 ","20,890 ","33,450 ","16,360 ","17,650 ","19,360 ","26,380 ","20,510 ","16,240 ","10,210 ",740 ,860 ,780 ,690 ,360 ,340 ,340,530,
6103,Macau (SAR of China),310 ,420 ,510 ,710 ,360 ,570 ,380 ,400 ,360 ,500 ,520 ,"1,000 ",360 ,410 ,620 ,800 ,360 ,630 ,360 ,590 ,330 ,540 ,560 ,"1,040 ",370 ,430 ,560 ,890 ,400 ,530 ,350 ,490 ,500 ,550 ,560 ,"1,240 ",400 ,450 ,580 ,920 ,500 ,250 ,250 ,0 ,0 ,40 ,50 ,10 ,10 ,10,30,
6104,Mongolia,210 ,180 ,210 ,290 ,370 ,280 ,340 ,310 ,300 ,470 ,520 ,370 ,320 ,240 ,380 ,520 ,500 ,360 ,530 ,410 ,460 ,610 ,600 ,640 ,380 ,400 ,560 ,730 ,720 ,520 ,640 ,520 ,620 ,840 ,930 ,700 ,500 ,430 ,520 ,860 ,850 ,390 ,100 ,20 ,40 ,240 ,270 ,300 ,300 ,20,20,
6105,Taiwan,"16,140 ","14,480 ","14,010 ","12,120 ","16,990 ","16,550 ","15,730 ","14,330 ","13,760 ","14,250 ","16,220 ","19,730 ","14,760 ","16,960 ","13,680 ","15,220 ","17,110 ","23,550 ","17,020 ","17,150 ","17,200 ","15,520 ","18,750 ","19,990 ","17,220 ","16,010 ","15,240 ","13,080 ","19,880 ","21,680 ","16,910 ","16,370 ","15,510 ","16,170 ","17,520 ","22,480 ","17,210 ","17,970 ","15,650 ","14,710 ","22,080 ","15,220 ","7,970 ","1,480 ","1,480 ",900 ,740 ,820 ,650 ,540,450,
6201,Japan,"42,690 ","37,400 ","42,890 ","40,580 ","41,790 ","37,800 ","58,440 ","28,820 ","31,550 ","26,760 ","27,470 ","62,170 ","42,120 ","36,700 ","42,720 ","42,680 ","43,410 ","39,860 ","59,560 ","29,260 ","32,780 ","28,380 ","29,190 ","66,430 ","45,010 ","39,720 ","44,710 ","43,730 ","43,400 ","39,010 ","60,120 ","29,690 ","41,010 ","27,840 ","32,560 ","69,060 ","47,820 ","40,470 ","45,910 ","45,670 ","49,320 ","39,120 ","27,620 ","2,380 ",460 ,620 ,720 ,710 ,540 ,490,600,
6202,Korea Democratic People's Republic of (North),0 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
6203,Korea Republic of (South),"23,390 ","23,280 ","27,950 ","29,050 ","37,240 ","31,480 ","26,920 ","23,400 ","25,880 ","20,270 ","20,470 ","27,050 ","23,690 ","36,580 ","30,160 ","34,660 ","40,440 ","31,540 ","31,200 ","25,630 ","23,920 ","22,680 ","21,550 ","31,240 ","26,420 ","26,920 ","30,280 ","34,350 ","38,340 ","36,750 ","34,290 ","24,360 ","23,840 ","24,000 ","22,460 ","31,550 ","25,320 ","25,710 ","31,660 ","36,580 ","39,070 ","28,470 ","8,480 ","6,360 ","2,050 ","1,290 ","1,420 ","1,230 ",860 ,790,680,
7101,Bangladesh,"1,970 ","1,540 ","2,260 ","2,700 ","2,850 ","1,910 ","1,690 ","2,040 ","1,770 ","2,330 ","2,270 ","2,070 ","1,770 ","1,800 ","2,800 ","2,920 ","3,340 ","2,330 ","2,160 ","2,230 ","1,910 ","2,910 ","2,930 ","2,470 ","1,920 ","1,910 ","2,740 ","2,800 ","3,780 ","2,510 ","2,150 ","2,430 ","1,940 ","3,180 ","2,490 ","2,490 ","1,910 ","2,220 ","3,110 ","3,510 ","4,010 ","2,390 ","1,380 ",0 ,160 ,200 ,180 ,300 ,320 ,320,280,
7102,Bhutan,120 ,100 ,110 ,290 ,330 ,110 ,90 ,100 ,90 ,120 ,150 ,70 ,140 ,120 ,130 ,350 ,320 ,150 ,130 ,170 ,100 ,170 ,180 ,100 ,200 ,140 ,170 ,460 ,370 ,190 ,180 ,190 ,160 ,170 ,200 ,150 ,170 ,190 ,220 ,510 ,430 ,290 ,130 ,70 ,0 ,20 ,20 ,20 ,0 ,20,0,
7103,India,"30,780 ","37,820 ","44,190 ","48,500 ","49,520 ","35,910 ","33,780 ","37,160 ","38,460 ","37,700 ","34,040 ","33,530 ","35,540 ","41,160 ","53,110 ","56,060 ","58,490 ","41,220 ","42,760 ","42,490 ","44,640 ","46,830 ","42,010 ","38,910 ","39,390 ","47,850 ","57,080 ","65,610 ","68,800 ","46,290 ","44,440 ","47,510 ","48,660 ","50,280 ","44,150 ","43,680 ","44,680 ","55,220 ","64,820 ","68,450 ","73,240 ","50,120 ","27,710 ",100 ,"1,650 ","2,010 ","5,490 ","6,540 ","6,080 ","5,070","5,970",
7104,Maldives,80 ,60 ,130 ,230 ,110 ,80 ,70 ,100 ,110 ,100 ,110 ,70 ,100 ,70 ,100 ,210 ,130 ,70 ,90 ,100 ,70 ,100 ,120 ,80 ,120 ,80 ,120 ,180 ,160 ,70 ,100 ,80 ,50 ,110 ,110 ,110 ,80 ,90 ,150 ,230 ,130 ,90 ,50 ,0 ,0 ,0 ,10 ,10 ,10 ,10,10,
7105,Nepal,"2,220 ","4,210 ","3,180 ","2,140 ","4,030 ","3,360 ","2,420 ","2,570 ","2,140 ","2,680 ","2,200 ","1,980 ","4,260 ","3,910 ","3,910 ","2,710 ","4,620 ","4,430 ","3,310 ","3,500 ","2,790 ","3,450 ","3,000 ","2,550 ","2,930 ","6,480 ","5,450 ","3,810 ","7,140 ","5,590 ","4,270 ","4,020 ","4,130 ","4,210 ","3,800 ","3,450 ","5,270 ","7,570 ","6,880 ","4,630 ","8,530 ","6,650 ","2,990 ",10 ,10 ,510 ,320 ,460 ,610 ,810,570,
7106,Pakistan,"3,240 ","2,400 ","4,510 ","4,430 ","4,270 ","3,100 ","3,030 ","2,750 ","2,200 ","2,990 ","3,230 ","4,370 ","2,920 ","2,990 ","5,670 ","5,050 ","5,180 ","3,670 ","4,140 ","3,200 ","2,220 ","3,700 ","3,990 ","4,840 ","3,150 ","3,330 ","5,710 ","6,190 ","5,370 ","3,770 ","3,820 ","3,300 ","2,430 ","3,470 ","4,200 ","4,490 ","3,110 ","4,030 ","6,010 ","5,970 ","5,910 ","4,170 ","2,270 ",260 ,70 ,290 ,430 ,750 ,550 ,540,500,
7107,Sri Lanka,"3,800 ","3,790 ","5,260 ","8,360 ","6,240 ","4,130 ","4,550 ","6,520 ","4,670 ","4,310 ","4,270 ","4,390 ","4,420 ","4,270 ","6,000 ","8,650 ","7,610 ","4,800 ","5,530 ","7,040 ","5,410 ","5,060 ","4,890 ","5,350 ","4,950 ","4,770 ","6,400 ","8,710 ","7,630 ","4,910 ","5,630 ","7,240 ","5,540 ","5,000 ","4,990 ","5,520 ","5,090 ","5,130 ","6,460 ","8,750 ","7,970 ","5,090 ","3,460 ",10 ,550 ,180 ,250 ,950 ,790 ,40,290,
7201,Afghanistan,530 ,340 ,660 ,740 ,560 ,340 ,780 ,680 ,400 ,690 ,860 ,"1,000 ",550 ,390 ,750 ,810 ,560 ,500 ,"1,070 ",630 ,350 ,"1,000 ",880 ,"1,080 ",540 ,580 ,700 ,"1,200 ",720 ,610 ,"1,080 ",550 ,530 ,700 ,750 ,590 ,410 ,620 ,810 ,980 ,550 ,490 ,200 ,10 ,10 ,10 ,20 ,30 ,40 ,80,90,
7202,Armenia,20 ,20 ,20 ,20 ,30 ,20 ,40 ,30 ,30 ,20 ,30 ,40 ,40 ,20 ,20 ,30 ,30 ,40 ,30 ,20 ,30 ,30 ,20 ,30 ,20 ,10 ,30 ,40 ,80 ,30 ,30 ,20 ,50 ,30 ,30 ,30 ,30 ,30 ,20 ,30 ,50 ,40 ,20 ,0 ,0 ,0 ,0 ,10 ,0 ,0,0,
7203,Azerbaijan,30 ,40 ,30 ,40 ,30 ,30 ,40 ,20 ,20 ,30 ,20 ,20 ,20 ,30 ,20 ,50 ,70 ,20 ,40 ,60 ,20 ,40 ,30 ,30 ,40 ,40 ,50 ,30 ,30 ,20 ,30 ,40 ,40 ,30 ,40 ,30 ,30 ,20 ,40 ,50 ,40 ,30 ,30 ,0 ,0 ,0 ,10 ,0 ,0 ,0,0,
7204,Georgia,10 ,20 ,20 ,30 ,20 ,10 ,10 ,20 ,30 ,20 ,10 ,20 ,20 ,20 ,20 ,20 ,30 ,20 ,30 ,20 ,20 ,90 ,30 ,20 ,20 ,60 ,40 ,20 ,20 ,20 ,20 ,30 ,20 ,20 ,20 ,30 ,10 ,20 ,30 ,30 ,40 ,20 ,30 ,0 ,0 ,10 ,10 ,10 ,0 ,10,0,
7205,Kazakhstan,100 ,110 ,120 ,140 ,190 ,100 ,130 ,130 ,160 ,150 ,130 ,100 ,120 ,90 ,100 ,150 ,190 ,150 ,160 ,140 ,210 ,160 ,150 ,140 ,140 ,110 ,140 ,180 ,280 ,140 ,140 ,170 ,130 ,150 ,150 ,130 ,130 ,120 ,130 ,250 ,250 ,170 ,110 ,10 ,10 ,10 ,10 ,20 ,10 ,10,10,
7206,Kyrgyzstan,10 ,10 ,10 ,20 ,30 ,10 ,20 ,30 ,20 ,20 ,20 ,20 ,10 ,10 ,20 ,30 ,20 ,10 ,10 ,10 ,20 ,20 ,10 ,30 ,10 ,10 ,20 ,20 ,40 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,40 ,40 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,10 ,0,0,
7207,Tajikistan,10 ,10 ,0 ,0 ,10 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,0 ,0 ,10 ,0 ,10 ,10 ,0 ,10 ,10 ,10 ,0 ,10 ,0 ,20 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
7208,Turkmenistan,0 ,0 ,10 ,10 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,0 ,10 ,0 ,0 ,20 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
7211,Uzbekistan,60 ,50 ,60 ,60 ,90 ,70 ,60 ,60 ,50 ,60 ,70 ,50 ,70 ,50 ,50 ,60 ,70 ,60 ,60 ,70 ,50 ,90 ,70 ,70 ,50 ,100 ,110 ,80 ,100 ,70 ,60 ,60 ,60 ,50 ,90 ,100 ,40 ,50 ,60 ,90 ,90 ,50 ,30 ,0 ,0 ,0 ,0 ,10 ,10 ,10,10,
8101,Bermuda,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8102,Canada,"10,670 ","13,030 ","18,290 ","19,100 ","20,520 ","19,330 ","24,780 ","21,020 ","13,860 ","11,750 ","12,490 ","13,310 ","10,850 ","13,620 ","19,390 ","21,350 ","24,070 ","22,140 ","25,590 ","22,290 ","14,160 ","12,340 ","14,020 ","13,890 ","11,570 ","15,130 ","20,710 ","23,780 ","24,920 ","22,310 ","28,830 ","22,650 ","15,450 ","13,310 ","14,610 ","15,050 ","11,660 ","15,330 ","20,230 ","23,950 ","24,240 ","21,770 ","23,220 ","1,470 ",310 ,500 ,680 ,540 ,300 ,300,340,
8103,St Pierre/Mique,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8104,United States of America,"42,610 ","50,820 ","63,980 ","60,880 ","76,280 ","61,070 ","74,670 ","66,570 ","46,150 ","51,580 ","56,730 ","50,510 ","42,720 ","54,210 ","69,660 ","67,380 ","82,250 ","72,920 ","82,110 ","66,230 ","50,870 ","56,180 ","62,360 ","52,460 ","46,910 ","58,640 ","76,800 ","78,700 ","91,850 ","77,840 ","93,610 ","77,080 ","57,010 ","62,770 ","68,290 ","59,890 ","49,680 ","59,810 ","74,770 ","82,390 ","93,630 ","77,150 ","60,770 ","1,940 ","1,150 ","1,320 ","1,490 ","1,160 ",800 ,960,890,
8201,Argentina,"1,240 ","1,260 ","1,370 ","1,260 ","2,660 ","1,930 ","2,400 ","1,860 ","1,350 ","1,110 ","1,320 ","1,110 ","1,440 ","1,690 ","1,820 ","1,590 ","3,900 ","2,760 ","3,680 ","2,740 ","1,800 ","1,420 ","1,940 ","1,510 ","1,590 ","1,680 ","1,760 ","1,520 ","3,250 ","2,280 ","2,930 ","1,660 ","1,400 ","1,200 ","1,540 ","1,440 ","1,450 ","1,690 ","1,780 ","1,600 ","2,440 ","2,250 ","2,160 ",300 ,70 ,110 ,40 ,70 ,50 ,70,90,
8202,Bolivia Plurinational State of,30 ,30 ,40 ,40 ,30 ,30 ,20 ,30 ,20 ,20 ,40 ,30 ,40 ,30 ,30 ,40 ,40 ,30 ,60 ,40 ,30 ,20 ,30 ,20 ,30 ,30 ,40 ,50 ,50 ,30 ,50 ,40 ,30 ,20 ,40 ,20 ,20 ,40 ,50 ,50 ,70 ,30 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8203,Brazil,"3,810 ","3,670 ","4,740 ","5,990 ","8,160 ","4,750 ","5,190 ","4,700 ","4,200 ","4,070 ","4,720 ","4,170 ","4,380 ","5,130 ","5,470 ","6,950 ","9,280 ","5,800 ","6,190 ","5,880 ","5,470 ","5,160 ","5,750 ","5,250 ","5,280 ","5,250 ","5,380 ","7,760 ","8,110 ","5,850 ","6,890 ","6,300 ","5,460 ","5,210 ","6,080 ","5,440 ","5,150 ","5,770 ","5,860 ","7,670 ","8,990 ","5,660 ","4,790 ","1,030 ",410 ,730 ,400 ,430 ,350 ,310,370,
8204,Chile,"1,810 ","1,760 ","1,910 ","1,860 ","2,450 ","2,610 ","2,510 ","2,100 ","2,040 ","1,810 ","2,010 ","1,810 ","1,910 ","2,370 ","2,220 ","2,330 ","2,830 ","3,630 ","3,220 ","2,600 ","2,300 ","2,120 ","2,540 ","2,350 ","2,910 ","2,720 ","2,610 ","2,090 ","3,070 ","3,670 ","3,880 ","2,580 ","2,230 ","2,120 ","2,350 ","2,190 ","2,910 ","2,520 ","2,380 ","2,260 ","2,730 ","3,350 ","3,120 ",240 ,20 ,200 ,20 ,70 ,110 ,90,140,
8205,Colombia,"1,000 ","1,180 ","1,870 ","2,410 ","2,310 ","1,330 ","1,330 ","1,440 ","1,360 ","1,600 ","1,570 ","1,330 ","1,400 ","1,590 ","2,190 ","2,640 ","2,920 ","1,690 ","1,860 ","1,700 ","1,750 ","2,360 ","1,770 ","1,710 ","1,690 ","1,810 ","2,530 ","3,340 ","3,280 ","1,930 ","2,110 ","2,060 ","2,120 ","2,230 ","2,060 ","2,020 ","1,900 ","2,070 ","2,910 ","3,710 ","3,400 ","2,220 ","1,430 ",20 ,180 ,210 ,190 ,50 ,470 ,210,310,
8206,Ecuador,90 ,80 ,200 ,190 ,170 ,110 ,110 ,90 ,120 ,130 ,120 ,140 ,150 ,120 ,170 ,200 ,150 ,110 ,100 ,100 ,90 ,130 ,170 ,130 ,120 ,110 ,160 ,220 ,230 ,180 ,150 ,150 ,100 ,130 ,170 ,160 ,120 ,140 ,180 ,210 ,150 ,130 ,100 ,10 ,10 ,10 ,20 ,10 ,10 ,20,20,
8207,Falkland Islands,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8208,French Guiana,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8211,Guyana,10 ,10 ,0 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,0 ,0 ,30 ,20 ,10 ,10 ,10 ,0 ,10 ,40 ,0 ,0 ,10 ,10 ,0 ,10 ,10 ,20 ,10 ,0 ,0 ,10 ,10 ,0 ,0 ,0 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8212,Paraguay,20 ,10 ,30 ,20 ,70 ,30 ,10 ,30 ,20 ,20 ,30 ,20 ,30 ,30 ,40 ,40 ,100 ,20 ,30 ,30 ,30 ,30 ,40 ,30 ,10 ,40 ,40 ,30 ,90 ,40 ,50 ,20 ,30 ,20 ,40 ,40 ,30 ,30 ,30 ,40 ,90 ,40 ,30 ,0 ,0 ,10 ,0 ,0 ,0 ,0,0,
8213,Peru,340 ,390 ,520 ,510 ,460 ,380 ,430 ,370 ,340 ,380 ,350 ,400 ,390 ,450 ,730 ,510 ,560 ,500 ,470 ,440 ,410 ,480 ,400 ,460 ,400 ,380 ,560 ,640 ,570 ,480 ,560 ,500 ,450 ,460 ,520 ,480 ,450 ,440 ,520 ,660 ,630 ,520 ,320 ,120 ,0 ,90 ,20 ,30 ,20 ,20,30,
8214,Suriname,0 ,0 ,0 ,10 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8215,Uruguay,120 ,130 ,170 ,110 ,150 ,180 ,430 ,200 ,140 ,130 ,130 ,130 ,110 ,180 ,160 ,140 ,220 ,260 ,410 ,190 ,170 ,120 ,140 ,140 ,190 ,220 ,180 ,150 ,260 ,200 ,550 ,250 ,230 ,170 ,160 ,180 ,150 ,210 ,210 ,180 ,210 ,220 ,490 ,50 ,10 ,10 ,10 ,10 ,20 ,10,10,
